Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m
16/09/20,58,31.9,62.64,48.14,66.12,0.61,55.1,0,1,0,0,0,28.32550038,81.11187417,24.54425021,33.81748708,0.079166667,0.079166667,0,0,1005.4125,1004.501476,43.65000104,8.083333333,22.5,76.25,8.463082417,14.21472367,226.7862154,226.8818958,19.63499971
17/09/20,57,31.35,61.56,47.31,64.98,0.6,54.15,0,1,0,0,0,28.69633358,79.87458292,24.68591688,34.28766125,0.054166667,0.054166667,0,0,1005.470833,1004.56086,39.66250092,5.5,18.16666667,79.375,8.250282442,13.94540945,243.8763629,241.3848158,20.93999944
18/09/20,70,38.5,75.6,58.1,79.8,0.74,66.5,0,1,0,0,0,28.20050008,80.2080385,24.29633354,33.01591713,0.6625,0.6625,0,0,1003.5875,1002.677719,61.86250104,12.04166667,39.375,98.04166667,10.86514309,17.77946503,239.98727,241.4567058,26.36999992
19/09/20,60,33,64.8,49.8,68.4,0.63,57,0,1,0,0,0,26.36300017,86.88667596,23.9838335,30.75281375,0.391666667,0.391666667,0,0,1002.258333,1001.344235,89.28750496,1.75,96.375,99.625,11.67882722,19.43984229,236.06711,237.6972742,24.74999975
20/09/20,63,34.65,68.04,52.29,71.82,0.66,59.85,0,1,0,0,0,27.38383358,76.31112288,22.79216683,30.0247195,0.033333333,0.033333333,0,0,1001.9375,1001.026807,83.02500504,1.166666667,87.91666667,97.41666667,18.74936275,29.28393413,233.4147979,235.921055,37.58999913
21/09/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,27.72550025,74.36700683,22.74008363,30.85218004,0,0,0,0,1003.041667,1002.131033,74.59166929,0.791666667,80.375,85.58333333,15.22200783,25.37590138,208.9409908,210.5390346,29.11499917
22/09/20,69,37.95,74.52,57.27,78.66,0.72,65.55,0,1,0,0,0,28.65466692,74.14444558,23.417167,32.3856085,0.004166667,0.004166667,0,0,1004.195833,1003.286917,23.20000036,2.791666667,12.91666667,43.125,15.44626913,24.69825825,203.6040963,206.5302596,30.82499979
23/09/20,67,36.85,72.36,55.61,76.38,0.7,63.65,0,1,0,0,0,28.75050017,74.90100125,23.57133367,32.93903746,0.008333333,0.008333333,0,0,1006.316667,1005.406123,18.02500034,4.083333333,5.833333333,36.16666667,14.18040669,22.48199667,202.9827033,203.3659529,28.85999879
24/09/20,70,38.5,75.6,58.1,79.8,0.74,66.5,0,1,0,0,0,29.27550046,76.71033867,24.50050021,34.79552296,0,0,0,0,1007.775,1006.864714,28.06250067,4.125,8.416666667,64.33333333,9.275537725,14.94706773,186.5311765,188.0768983,20.08499946
25/09/20,65,35.75,70.2,53.95,74.1,0.68,61.75,0,1,0,0,0,28.40883383,82.06546275,24.95883371,33.28191363,0.245833333,0.245833333,0,0,1007.433333,1006.520755,38.1875005,6.083333333,12.70833333,83.625,14.04907242,21.32703346,199.9326421,199.7311433,29.56499942
26/09/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,28.05675029,80.77889508,24.21091688,33.28016496,0.079166667,0.079166667,0,0,1007.779167,1006.865168,52.65416808,9.166666667,31.54166667,86.29166667,7.924404608,12.63333965,202.9058705,204.2976579,20.77499969
27/09/20,58,31.9,62.64,48.14,66.12,0.61,55.1,0,1,0,0,0,27.97758363,83.67805646,24.78800021,33.83315833,0.095833333,0.095833333,0,0,1007.483333,1006.569443,48.64166758,10.54166667,20.375,92.375,6.198074292,9.949088713,216.3306442,208.4665458,17.83499962
28/09/20,59,32.45,63.72,48.97,67.26,0.62,56.05,0,1,0,0,0,28.10050021,78.76657138,23.85466692,32.95101821,0.066666667,0.066666667,0,0,1006.725,1005.81212,41.61250108,9.291666667,13.75,83.33333333,9.844517125,15.50852757,202.500328,200.8834664,21.35999958
29/09/20,108,59.4,116.64,89.64,123.12,1.13,102.6,0,1,0,0,0,27.50258363,82.76000954,24.05675017,32.5395975,1.045833333,1.045833333,0,0,1005.675,1004.761203,51.74166775,12.08333333,31.16666667,76.54166667,10.07612964,15.57782295,239.5409363,237.0782948,23.66999942
30/09/20,50,27.5,54,41.5,57,0.53,47.5,0,1,0,0,0,27.09841688,83.26641463,23.89216683,31.51595771,0.5625,0.5625,0,0,1005.295833,1004.381206,69.47083596,10,64.625,85.25,11.10971773,18.37107404,266.2159654,267.2794921,23.06999971
01/10/20,50,27.5,54,41.5,57,0.53,47.5,0,1,0,0,0,28.37758363,70.98255021,22.51925004,31.85038117,0.016666667,0.016666667,0,0,1005.1375,1004.226895,26.78750071,1.458333333,5.208333333,74.5,12.44236701,21.44637329,281.7060329,285.2759367,25.22999942
02/10/20,50,27.5,54,41.5,57,0.53,47.5,0,1,0,0,0,29.23175013,73.06002538,23.69216692,33.97026333,0.025,0.025,0,0,1005.25,1004.341855,30.06250059,3.916666667,14.45833333,59.54166667,10.39605157,17.68674301,230.7532508,232.9425629,22.03499921
03/10/20,46,25.3,49.68,38.18,52.44,0.48,43.7,0,1,0,0,0,29.67966671,68.05185479,23.06716679,33.62859892,0.004166667,0.004166667,0,0,1005.554167,1004.647066,44.58750138,1.583333333,33.83333333,76.20833333,11.45186398,19.65455221,251.3852183,260.4042946,24.52499929
04/10/20,47,25.85,50.76,39.01,53.58,0.49,44.65,0,1,0,0,0,29.31508363,67.46997663,22.51300008,32.94699804,0.008333333,0.008333333,0,0,1006.495833,1005.586827,41.25000071,0.875,20.75,93.375,11.22704636,19.29727505,270.273959,269.6676052,23.42999975
05/10/20,45,24.75,48.6,37.35,51.3,0.47,42.75,0,1,0,0,0,29.36091696,69.10484183,22.829667,33.74194083,0,0,0,0,1005.716667,1004.808495,32.23750108,0.625,6.75,92.08333333,9.281352171,15.65063693,252.4665902,273.1588707,19.91999953
06/10/20,66,36.3,71.28,54.78,75.24,0.69,62.7,0,1,0,0,0,29.31716679,74.746831,24.14008358,34.38029738,0.016666667,0.016666667,0,0,1006.079167,1005.170525,21.66250039,4.125,21.66666667,16.5,10.02584591,16.71472375,192.2508315,206.5581361,21.8849996
07/10/20,58,31.9,62.64,48.14,66.12,0.61,55.1,0,1,0,0,0,29.22133342,78.89598538,24.87758342,34.97682638,0.020833333,0.020833333,0,0,1006.7125,1005.803012,20.53750041,6.125,15.83333333,18.41666667,8.803565358,14.34953146,190.6148458,190.3071367,20.23499963
08/10/20,56,30.8,60.48,46.48,63.84,0.59,53.2,0,1,0,0,0,28.77966708,81.64082004,25.14633346,34.49646483,0.15,0.15,0,0,1006.854167,1005.943253,28.675,10.16666667,16.75,31.58333333,9.934504979,15.11174713,181.6294867,179.0885158,22.2899995
09/10/20,64,35.2,69.12,53.12,72.96,0.67,60.8,0,1,0,0,0,28.25050008,83.48624479,25.09633338,34.16320258,0.779166667,0.779166667,0,0,1007.054167,1006.141439,39.3166678,12.5,22.54166667,54.125,7.877794354,11.57259225,184.0625558,179.4812983,19.45499948
10/10/20,55,30.25,59.4,45.65,62.7,0.58,52.25,0,1,0,0,0,26.78591688,87.87893683,24.56091692,32.17771,1.125,1.125,0,0,1006.004167,1005.087967,74.24166775,23.125,57.66666667,99.70833333,7.3132733,11.10983983,161.5124478,157.0791056,16.22999949
11/10/20,55,30.25,59.4,45.65,62.7,0.58,52.25,0,1,0,0,0,26.85883346,84.57351942,23.92550038,31.95827104,0.379166667,0.379166667,0,0,1003.841667,1002.927648,78.93750183,16.33333333,59.95833333,98.125,6.663927513,10.48145893,234.0409285,270.1694805,17.4449996
12/10/20,55,30.25,59.4,45.65,62.7,0.58,52.25,0,1,0,0,0,27.7400835,78.54793642,23.55466704,32.15760283,0.05,0.05,0,0,1001.808333,1000.898826,61.15000213,5.708333333,43.625,99.45833333,10.03690835,17.15605848,255.70431,256.6482771,22.49999971
13/10/20,47,25.85,50.76,39.01,53.58,0.49,44.65,0,1,0,0,0,28.56300013,72.74141283,23.11716696,32.31160608,0.070833333,0.070833333,0,0,1000.820833,999.9147263,39.4125015,5.458333333,18.70833333,77.58333333,13.66446073,22.52229383,231.6307725,234.2345588,28.46999963
14/10/20,52,28.6,56.16,43.16,59.28,0.55,49.4,0,1,0,0,0,29.18383354,62.04604813,21.07341692,31.98116363,0.008333333,0.008333333,0,0,1002.804167,1001.898101,40.26250129,3.166666667,20.08333333,84.54166667,12.81591992,21.63238658,222.448075,226.2121742,26.36999894
15/10/20,54,29.7,58.32,44.82,61.56,0.57,51.3,0,1,0,0,0,28.81508363,74.36115533,23.48175038,33.33495963,0,0,0,0,1004.070833,1003.162559,17.22500046,1.958333333,15.45833333,20.625,11.04708793,17.96209788,190.2964538,191.0280738,23.53499924
16/10/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,28.54841692,83.51775421,25.31508342,34.81777833,0.266666667,0.266666667,0,0,1004.6,1003.690413,23.2375003,4.75,16.70833333,29.79166667,6.428761321,10.05946768,173.0633097,178.5472619,16.48499971
17/10/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,27.25050017,87.41615121,24.90258363,33.37432488,1,1,0,0,1005.904167,1004.989451,53.15000088,11.125,31.95833333,79.875,4.652970596,7.132282492,209.225286,201.0045964,17.7449996
18/10/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,26.86508346,87.8824735,24.63591683,32.39150342,0.5125,0.5125,0,0,1006.420833,1005.504482,64.19583508,11.45833333,46.08333333,97.08333333,6.701037983,10.5010416,212.278875,212.5261243,18.58499973
19/10/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,27.50050021,85.66760379,24.77966696,33.09618696,0.308333333,0.308333333,0,0,1005.625,1004.711331,46.94166792,11.375,25.83333333,74.70833333,7.706837679,11.5367811,233.8642009,223.9922621,17.96999972
20/10/20,59,32.45,63.72,48.97,67.26,0.62,56.05,0,1,0,0,0,26.2838335,90.07488708,24.49841683,31.77613238,1.108333333,1.108333333,0,0,1005.604167,1004.686797,66.69166688,29.29166667,28.91666667,97.5,6.341196946,10.261958,275.7606967,302.3315975,17.42999965
21/10/20,51,28.05,55.08,42.33,58.14,0.54,48.45,0,1,0,0,0,26.6588335,87.53756179,24.32758342,32.21284971,0.279166667,0.279166667,0,0,1005.733333,1004.816985,62.67916738,22.79166667,30.29166667,98.04166667,5.714695329,9.825480583,291.5271808,302.0149925,15.38999967
22/10/20,69,37.95,74.52,57.27,78.66,0.72,65.55,0,1,0,0,0,27.55466692,84.67774458,24.52758346,33.05435413,1.629166667,1.629166667,0,0,1005.6875,1004.773912,53.4541675,17.75,26.79166667,72.41666667,8.17381655,12.3320969,212.0871775,212.1269583,21.77999946
23/10/20,62,34.1,66.96,51.46,70.68,0.65,58.9,0,1,0,0,0,27.63175008,79.0372145,23.52966696,32.30487808,0.083333333,0.083333333,0,0,1006.2875,1005.373602,46.0791675,10.375,24.25,81.16666667,8.97478935,15.30143906,233.0994933,234.0501253,19.60499952
24/10/20,65,35.75,70.2,53.95,74.1,0.68,61.75,0,1,0,0,0,28.05466683,79.48590638,24.06300033,33.24025683,0.0875,0.0875,0,0,1007.875,1006.960962,55.76250058,12.54166667,30.79166667,86.66666667,7.828637913,13.35660383,213.2727707,206.2468654,17.6399995
25/10/20,80,44,86.4,66.4,91.2,0.84,76,0,1,0,0,0,27.57758354,83.62145446,24.37966708,33.10557867,0,0,0,0,1009.2875,1008.370757,33.68750083,7.291666667,2.083333333,86.25,6.838066204,10.14481832,145.9764605,140.4497517,15.14999974
26/10/20,89,48.95,96.12,73.87,101.46,0.93,84.55,0,1,0,0,0,27.42341679,83.21592858,24.14841683,32.64649,0,0,0,0,1009.783333,1008.865623,10.77499988,7.375,3.75,6.291666667,8.220631933,13.57945798,101.3177289,94.69850448,17.98499967
27/10/20,109,59.95,117.72,90.47,124.26,1.14,103.55,0,1,0,0,0,26.67966679,84.79616983,23.84633363,31.3237285,0.079166667,0.079166667,0,0,1009.629167,1008.709345,32.06250017,19.125,24.16666667,1.166666667,9.931635229,15.62147506,192.6384421,168.8333138,23.48999888
28/10/20,71,39.05,76.68,58.93,80.94,0.75,67.45,0,1,0,0,0,26.19216679,80.842157,22.55883346,29.38683904,0.441666667,0.441666667,0,0,1010.270833,1009.34896,67.02499967,43.125,28.75,60.125,14.21228221,21.51975248,86.58487247,74.10189936,31.39499942
29/10/20,63,34.65,68.04,52.29,71.82,0.66,59.85,0,1,0,0,0,24.88800029,87.19790213,22.60466679,28.41678121,0.629166667,0.629166667,0,0,1010.554167,1009.627988,70.15416717,32.875,45.58333333,63.45833333,12.04432484,19.27822131,173.5627372,179.9427044,25.52999977
30/10/20,78,42.9,84.24,64.74,88.92,0.82,74.1,0,1,0,0,0,26.89841688,78.17004625,22.55050017,30.81334029,0,0,0,0,1009.779167,1008.859823,9.587499913,3.125,7.833333333,6.916666667,10.60439515,16.79284372,127.1911873,120.5087658,21.2999995
31/10/20,118,64.9,127.44,97.94,134.52,1.24,112.1,0,1,0,0,0,26.92966683,79.904895,22.94425029,31.38389967,0,0,0,0,1009.995833,1009.076424,9.200000183,1,1.208333333,25.25,9.063025883,13.84412487,152.0081288,144.6890373,18.79499958
01/11/20,117,64.35,126.36,97.11,133.38,1.23,111.15,0,1,0,0,0,27.26300017,82.08069358,23.76716679,32.46546938,0,0,0,0,1010.729167,1009.810106,24.81250056,6.125,1.708333333,60.91666667,7.197577483,10.96557733,141.6957657,145.5349341,16.2899994
02/11/20,87,47.85,93.96,72.21,99.18,0.91,82.65,0,1,0,0,0,27.36091675,84.84256283,24.44216683,32.96638304,0.008333333,0.008333333,0,0,1011.395833,1010.47649,19.93750037,8.833333333,6.958333333,26.04166667,7.051422217,10.94004692,150.1376526,128.8718006,17.53499967
03/11/20,148,81.4,159.84,122.84,168.72,1.55,140.6,0,1,0,0,0,27.80675017,82.23813813,24.40258354,32.94755979,0.029166667,0.029166667,0,0,1011.270833,1010.35298,26.64999983,15.875,11.66666667,17.875,9.447802067,14.57708561,84.60988604,77.57848413,21.38999956
04/11/20,90,49.5,97.2,74.7,102.6,0.95,85.5,0,1,0,0,0,26.86716675,87.16017783,24.52550004,31.97052258,0.566666667,0.566666667,0,0,1011.091667,1010.171108,64.72500025,49.79166667,12.29166667,66.83333333,9.120204604,14.35019841,85.29916874,75.51212598,20.654999
05/11/20,59,32.45,63.72,48.97,67.26,0.62,56.05,0,1,0,0,0,27.22341671,84.15640329,24.22341675,32.260838,0.233333333,0.233333333,0,0,1011.920833,1011.000582,45.82916658,32.70833333,13.33333333,28.16666667,9.363672867,14.1586806,52.01339152,54.91983967,20.96999942
06/11/20,48,26.4,51.84,39.84,54.72,0.5,45.6,0,1,0,0,0,27.067167,86.42436525,24.57758346,32.15268463,0.15,0.15,0,0,1013.1875,1012.265604,45.48333329,31.375,16.54166667,25.45833333,9.993091088,15.61536244,45.26626829,47.89576479,22.45499923
07/11/20,55,30.25,59.4,45.65,62.7,0.58,52.25,0,1,0,0,0,26.89841696,85.9662465,24.32550013,31.35501067,0.191666667,0.191666667,0,0,1013.754167,1012.831265,47.62083375,35.75,18.58333333,14.91666667,12.83818595,19.66901475,38.06864492,41.19833708,27.1349994
08/11/20,85,46.75,91.8,70.55,96.9,0.89,80.75,0,1,0,0,0,27.83800025,70.64520575,21.95883358,30.25533475,0.033333333,0.033333333,0,0,1013.6,1012.680147,17.63749995,10.5,7.375,12.54166667,17.91397663,27.33495946,46.69555796,49.04903725,35.45999967
09/11/20,113,62.15,122.04,93.79,128.82,1.19,107.35,0,1,0,0,0,26.76300042,67.55218775,20.16508363,28.56961783,0,0,0,0,1012.3125,1011.390474,10.84999962,11.29166667,0,2.291666667,16.2647984,25.66098588,33.16077285,22.41465192,31.93499933
10/11/20,116,63.8,125.28,96.28,132.24,1.22,110.2,0,1,0,0,0,26.60050021,71.77567438,20.82966679,28.73239858,0.070833333,0.070833333,0,0,1010.558333,1009.63744,51.64583345,36.70833333,9.041666667,62.33333333,16.56192763,25.03896892,71.86815589,44.48470262,32.57999904
11/11/20,103,56.65,111.24,85.49,117.42,1.08,97.85,0,1,0,0,0,25.62758346,87.38570525,23.32966683,29.50609825,0.404166667,0.404166667,0,0,1010.558333,1009.634489,83.24166638,63.04166667,28.33333333,65,12.6593889,19.44136931,107.2023629,111.1470319,26.05499952
12/11/20,69,37.95,74.52,57.27,78.66,0.72,65.55,0,1,0,0,0,25.92550025,89.47397813,24.03591688,30.38883463,0.708333333,0.708333333,0,0,1011.845833,1010.921662,82.88750058,51.83333333,28.75,87.83333333,11.47809391,17.76824017,58.64493675,61.19707558,25.25999973
13/11/20,50,27.5,54,41.5,57,0.53,47.5,0,1,0,0,0,26.89633358,85.28572388,24.18175021,31.30258471,0.275,0.275,0,0,1011.2375,1010.316916,67.44583333,45.33333333,31.875,43.29166667,12.44656296,19.67273492,45.03129613,48.76808229,28.21499975
14/11/20,57,31.35,61.56,47.31,64.98,0.6,54.15,0,1,0,0,0,27.48383346,80.64502883,23.78383363,31.01822738,0.166666667,0.166666667,0,0,1010.0125,1009.094765,42.11249992,27.125,13.75,42.08333333,17.98220142,27.06639392,37.6435925,39.6309855,36.62999933
15/11/20,98,53.9,105.84,81.34,111.72,1.03,93.1,0,1,0,0,0,25.87133342,90.59015921,24.20883363,29.87902279,1.0875,1.0875,0,0,1009.991667,1009.069026,89.79166688,70,28.41666667,99.125,15.25963628,23.81066342,82.26668458,83.91684242,31.43999967
16/11/20,40,22,43.2,33.2,45.6,0.42,38,0,1,0,0,0,25.07550021,93.42373338,23.93591683,29.69908604,2.245833333,2.245833333,0,0,1011.458333,1010.531931,95.08333396,51.5,77,99.95833333,9.870492217,16.61367438,128.4297978,75.47500854,24.02999952
17/11/20,43,23.65,46.44,35.69,49.02,0.45,40.85,0,1,0,0,0,26.41716679,86.96347042,24.004667,30.78276792,0.3375,0.3375,0,0,1010.6875,1009.765934,60.06666692,46.83333333,19.25,27.625,12.65409184,19.40410008,91.05381583,80.09192775,28.67999923
18/11/20,52,28.6,56.16,43.16,59.28,0.55,49.4,0,1,0,0,0,26.75466688,85.07074379,24.01508363,31.46785421,0.095833333,0.095833333,0,0,1011.208333,1010.287335,43.9666665,29.33333333,10.33333333,39.08333333,10.03179587,15.99225783,64.34854058,69.25732921,21.80999965
19/11/20,38,20.9,41.04,31.54,43.32,0.4,36.1,0,1,0,0,0,26.95466692,80.92465954,23.31925017,31.38546371,0.029166667,0.029166667,0,0,1011.445833,1010.525222,42.70000038,13.70833333,6.125,88.95833333,9.682952663,15.98283813,65.11519233,70.83839671,20.92499956
20/11/20,53,29.15,57.24,43.99,60.42,0.56,50.35,0,1,0,0,0,25.98175017,81.78206792,22.46925013,30.08931271,0.004166667,0.004166667,0,0,1012.133333,1011.209059,17.39999975,8.75,0.083333333,31.58333333,9.106574029,14.89261169,102.1693544,67.58636092,19.10999927
21/11/20,66,36.3,71.28,54.78,75.24,0.69,62.7,0,1,0,0,0,24.6588335,82.45282146,21.29216704,28.15517454,0,0,0,0,1012.345833,1011.41726,13.90416644,10.25,0,17.375,8.958249658,12.85540184,145.8619406,128.980212,18.41999967
22/11/20,71,39.05,76.68,58.93,80.94,0.75,67.45,0,1,0,0,0,25.58800029,78.44714913,21.42133342,28.77842125,0,0,0,0,1012.779167,1011.85311,37.67500058,15.125,0,80.20833333,11.06443046,17.73858808,67.78702378,74.10780914,22.81499956
23/11/20,76,41.8,82.08,63.08,86.64,0.8,72.2,0,1,0,0,0,26.31925004,81.05510225,22.67341679,29.09342546,0.216666667,0.216666667,0,0,1011.65,1010.727254,66.16250083,35.125,20.70833333,100,17.96775808,26.99964483,50.83163817,38.33563665,35.96999921
24/11/20,86,47.3,92.88,71.38,98.04,0.9,81.7,0,1,0,0,0,25.03800008,90.14382896,23.304667,27.23633713,0.958333333,0.958333333,0,0,1009.9,1008.974914,85.05416667,49.375,51.25,99.33333333,23.87792642,35.91757013,19.16606549,19.96524949,47.53499917
25/11/20,47,25.85,50.76,39.01,53.58,0.49,44.65,0,1,0,0,0,25.44216675,89.19996858,23.52133367,25.59988967,3.879166667,3.879166667,0,0,1004.408333,1003.489486,94.7875,65.33333333,68.83333333,99.66666667,38.74746733,57.93306679,49.91663975,51.11666629,74.86499763
26/11/20,84,46.2,90.72,69.72,95.76,0.88,79.8,0,1,0,0,0,25.69008354,82.41434654,22.44841679,25.61476963,0.408333333,0.408333333,0,0,1003.670833,1002.753446,96.49166679,80.91666667,64.25,93.66666667,36.27725992,54.23205013,177.6756963,178.8151425,71.30999871
27/11/20,60,33,64.8,49.8,68.4,0.63,57,0,1,0,0,0,24.75466688,77.71020592,20.42966692,27.37762396,0.066666667,0.066666667,0,0,1010.75,1009.82317,53.31250008,39.625,23.70833333,30.41666667,10.44449903,14.84400274,272.1560817,270.4417767,21.82499965
28/11/20,60,33,64.8,49.8,68.4,0.63,57,0,1,0,0,0,25.55675021,86.19079392,23.02550008,29.85516946,0.158333333,0.158333333,0,0,1012.945833,1012.019537,44.34999992,26.91666667,18.08333333,30.91666667,8.9634441,14.1409145,100.8540731,75.81253363,20.66999954
29/11/20,67,36.85,72.36,55.61,76.38,0.7,63.65,0,1,0,0,0,25.83591679,87.44112992,23.56925013,29.7162085,0.133333333,0.133333333,0,0,1013.104167,1012.178548,55.20416642,34.375,26.375,28.83333333,13.58343568,20.94444721,35.91418175,38.75237925,28.85999917
30/11/20,71,39.05,76.68,58.93,80.94,0.75,67.45,0,1,0,0,0,26.25258346,78.15690358,22.09633371,28.72562292,0.079166667,0.079166667,0,0,1013.179167,1012.25479,47.36666688,18.08333333,15.33333333,76.41666667,17.51903721,26.98701308,28.61145213,31.09303629,33.82499938
01/12/20,60,33,64.8,49.8,68.4,0.63,57,0,1,0,0,0,26.6338335,69.00722233,20.39633358,27.97930083,0.016666667,0.016666667,0,0,1012.820833,1011.897975,66.13333375,37.125,15.66666667,81.125,19.43577171,29.31588721,22.88952875,25.17815979,37.27499896
02/12/20,66,36.3,71.28,54.78,75.24,0.69,62.7,0,1,0,0,0,25.3525835,87.00882325,22.98800025,27.51340446,1.154166667,1.154166667,0,0,1010.595833,1009.671048,91.39583333,53.125,60.91666667,99.29166667,22.84848,34.37729671,44.19621633,29.89542371,46.06499913
03/12/20,42,23.1,45.36,34.86,47.88,0.44,39.9,0,1,0,0,0,24.85050013,92.27544846,23.50883363,27.48343383,2.225,2.225,0,0,1009.5875,1008.662108,98.60000021,70.20833333,71.66666667,99.25,21.72872967,33.498519,51.38561792,52.42490467,43.85999913
04/12/20,30,16.5,32.4,24.9,34.2,0.32,28.5,0,1,0,0,0,24.81925029,91.86476829,23.404667,27.76920192,1.583333333,1.583333333,0,0,1009.329167,1008.403969,98.52083333,51.04166667,84.04166667,99.66666667,19.12560567,30.42507404,47.19817192,49.07721242,36.85499875
05/12/20,32,17.6,34.56,26.56,36.48,0.34,30.4,0,1,0,0,0,25.15466679,90.7884015,23.53175017,28.27642446,0.979166667,0.979166667,0,0,1009.966667,1009.041895,82.575001,54.5,27.33333333,97.41666667,18.4727779,28.1708375,39.36891633,40.88345571,36.37499971
06/12/20,28,15.4,30.24,23.24,31.92,0.29,26.6,0,1,0,0,0,25.43800017,89.53542829,23.5775835,29.20768821,0.7375,0.7375,0,0,1011.966667,1011.040889,84.67500008,54.08333333,33.54166667,93.41666667,14.21750921,21.94648833,67.88827871,69.65020158,29.48999963
07/12/20,30,16.5,32.4,24.9,34.2,0.32,28.5,0,1,0,0,0,25.19633346,90.6587915,23.54841696,29.08809358,1.095833333,1.095833333,0,0,1013.629167,1012.701141,89.13333354,74.33333333,24.20833333,70.83333333,13.25930277,20.65969808,68.52448525,70.35470479,28.1849995
08/12/20,36,19.8,38.88,29.88,41.04,0.38,34.2,0,1,0,0,0,25.83800013,87.72731008,23.5963335,30.03000442,0.616666667,0.616666667,0,0,1013.770833,1012.84465,48.13333317,31.25,25.91666667,17.25,11.75684863,18.33967033,61.57274017,64.86155842,25.88999933
09/12/20,50,27.5,54,41.5,57,0.53,47.5,0,1,0,0,0,25.54841679,80.42538683,21.84008354,28.891749,0.058333333,0.058333333,0,0,1013.1125,1012.186007,36.90416613,31.79166667,14.16666667,5.666666667,10.63597297,17.131542,50.46681858,56.53206242,21.8549996
10/12/20,69,37.95,74.52,57.27,78.66,0.72,65.55,0,1,0,0,0,24.98175008,76.871418,20.47133358,28.10554133,0,0,0,0,1013.533333,1012.604688,25.56249989,24.54166667,0,11.58333333,8.051167883,13.70766877,75.06729467,55.7428045,16.51499958
11/12/20,94,51.7,101.52,78.02,107.16,0.99,89.3,0,1,0,0,0,24.78800029,76.68328246,20.28800008,27.49339717,0.004166667,0.004166667,0,0,1013.245833,1012.316817,33.83750026,26.83333333,0,32.29166667,9.980022275,17.02798244,106.4346732,86.33520108,20.32499915
12/12/20,105,57.75,113.4,87.15,119.7,1.1,99.75,0,1,0,0,0,24.68800013,75.30695792,19.82758354,27.31463054,0,0,0,0,1012.7375,1011.808645,11.39999986,7.208333333,0,16.375,9.319989567,15.74294221,164.1327622,42.91229208,19.00499971
13/12/20,130,71.5,140.4,107.9,148.2,1.37,123.5,0,1,0,0,0,24.76925013,79.20290583,20.80883338,27.812849,0,0,0,0,1011.895833,1010.968028,25.83749991,19.70833333,1.583333333,23.83333333,9.217868,15.57806808,97.42805211,102.8917193,19.10999965
14/12/20,73,40.15,78.84,60.59,83.22,0.77,69.35,0,1,0,0,0,25.3025835,70.85288429,19.51091683,27.62983567,0,0,0,0,1012.225,1011.298565,29.37499958,24.75,0,23.66666667,9.423542196,16.17674,54.28582018,46.64608538,18.86999965
15/12/20,87,47.85,93.96,72.21,99.18,0.91,82.65,0,1,0,0,0,26.24841683,73.35225608,21.0525835,28.45268588,0.054166667,0.054166667,0,0,1013.229167,1012.30474,43.68750004,22.625,17.70833333,42.33333333,15.85784696,24.22039329,41.12068772,44.20551146,31.01999963
16/12/20,69,37.95,74.52,57.27,78.66,0.72,65.55,0,1,0,0,0,26.14633367,78.63788925,22.08800021,28.84171971,0.195833333,0.195833333,0,0,1013.458333,1012.533376,75.01250046,29.375,32.33333333,97.25,15.70124992,24.15707717,57.06578554,58.80653308,30.29999958
17/12/20,59,32.45,63.72,48.97,67.26,0.62,56.05,0,1,0,0,0,26.28591675,75.98291754,21.679667,28.55959992,0.029166667,0.029166667,0,0,1013.275,1012.350646,61.66666717,22.66666667,22.95833333,91.66666667,16.93779663,26.06762929,44.78383279,46.90837825,32.50499938
18/12/20,64,35.2,69.12,53.12,72.96,0.67,60.8,0,1,0,0,0,26.17966692,75.42001554,21.43800004,28.22842471,0.041666667,0.041666667,0,0,1013.4875,1012.562648,41.58750029,19.5,5.458333333,69.20833333,18.07145702,27.31268792,37.61698846,39.37776992,34.73999917
19/12/20,90,49.5,97.2,74.7,102.6,0.95,85.5,0,1,0,0,0,26.21925013,72.16999871,20.78383346,28.18454342,0.008333333,0.008333333,0,0,1014.266667,1013.341213,39.10000038,11.875,8.916666667,76.875,16.68059583,25.14167875,53.95824692,55.61564288,32.59499908
20/12/20,94,51.7,101.52,78.02,107.16,0.99,89.3,0,1,0,0,0,25.83800021,64.50710513,18.60466683,26.44699838,0,0,0,0,1014.358333,1013.431641,46.32083275,36.04166667,0.041666667,48.08333333,18.58497013,27.83292979,42.85954163,44.23249721,36.19499908
